Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 8uL_5hr	Razor + unique peptides 8uL_5hr	Unique peptides 8uL_5hr	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 8uL_5hr	Reporter intensity corrected 2 8uL_5hr	Reporter intensity corrected 3 8uL_5hr	Reporter intensity corrected 4 8uL_5hr	Reporter intensity corrected 5 8uL_5hr	Reporter intensity corrected 6 8uL_5hr	Reporter intensity 1 8uL_5hr	Reporter intensity 2 8uL_5hr	Reporter intensity 3 8uL_5hr	Reporter intensity 4 8uL_5hr	Reporter intensity 5 8uL_5hr	Reporter intensity 6 8uL_5hr	Reporter intensity count 1 8uL_5hr	Reporter intensity count 2 8uL_5hr	Reporter intensity count 3 8uL_5hr	Reporter intensity count 4 8uL_5hr	Reporter intensity count 5 8uL_5hr	Reporter intensity count 6 8uL_5hr	Sequence coverage 8uL_5hr [%]	Intensity	Intensity 8uL_5hr	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9D4V7	Q9D4V7	1	1	1	Rab-like protein 3	Rabl3	sp|Q9D4V7|RABL3_MOUSE Rab-like protein 3 OS=Mus musculus GN=Rabl3 PE=1 SV=1	1	1	1	1	1	1	1	6.8	6.8	6.8	26.297	236	236	0	8.8139	2356.7	2812	2654.5	2175.6	2335	697.12	2275.6	2752.3	2705	2249.1	2310.3	720.36	1	1	1	1	1	1	2356.7	2812	2654.5	2175.6	2335	697.12	2275.6	2752.3	2705	2249.1	2310.3	720.36	1	1	1	1	1	1	6.8	5343800	5343800	1				1102	2078	True	2177	2932	3971	3971		
Q9D6X6	Q9D6X6	2	2	2	Serine protease 23	Prss23	sp|Q9D6X6|PRS23_MOUSE Serine protease 23 OS=Mus musculus GN=Prss23 PE=2 SV=2	1	2	2	2	2	2	2	5.8	5.8	5.8	43.071	382	382	0	11.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	2				1103	4765;5929	True;True	4979;6229	6897;8637	9533;11887	9533;11887		
Q9D6Y9	Q9D6Y9	2	2	2	1,4-alpha-glucan-branching enzyme	Gbe1	sp|Q9D6Y9|GLGB_MOUSE 1,4-alpha-glucan-branching enzyme OS=Mus musculus GN=Gbe1 PE=1 SV=1	1	2	2	2	2	2	2	3.8	3.8	3.8	80.363	702	702	0	13.106	3968.1	4662.9	4714.5	3667.7	5102.3	1476.1	3830.2	4570.6	4782.1	3835.6	5004.6	1529.6	2	2	2	2	2	2	3968.1	4662.9	4714.5	3667.7	5102.3	1476.1	3830.2	4570.6	4782.1	3835.6	5004.6	1529.6	2	2	2	2	2	2	3.8	5656000	5656000	2				1104	68;5855	True;True	71;6151	90;8538	129;11754	129;11754		
Q9D6Z1	Q9D6Z1	1	1	1	Nucleolar protein 56	Nop56	sp|Q9D6Z1|NOP56_MOUSE Nucleolar protein 56 OS=Mus musculus GN=Nop56 PE=1 SV=2	1	1	1	1	1	1	1	2.2	2.2	2.2	64.464	580	580	0	9.1255	8184.7	7318.5	6807.5	7612.5	8491.6	2633.1	7855.6	7280	6978.4	7759.6	8392.8	2711.9	2	2	2	2	2	2	8184.7	7318.5	6807.5	7612.5	8491.6	2633.1	7855.6	7280	6978.4	7759.6	8392.8	2711.9	2	2	2	2	2	2	2.2	5571800	5571800	2				1105	2557	True	2678	3647;3648	5019;5020	5020		
Q9D7B6	Q9D7B6	2	2	2	Isobutyryl-CoA dehydrogenase, mitochondrial	Acad8	sp|Q9D7B6|ACAD8_MOUSE Isobutyryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acad8 PE=1 SV=2	1	2	2	2	2	2	2	5.3	5.3	5.3	45.019	413	413	0	13.265	5963.4	6339.9	7441.2	6989.9	8355.2	2112.6	5743.1	6257.8	7506.4	7196.9	8224.3	2218.1	1	1	1	1	1	1	5963.4	6339.9	7441.2	6989.9	8355.2	2112.6	5743.1	6257.8	7506.4	7196.9	8224.3	2218.1	1	1	1	1	1	1	5.3	3333300	3333300	2				1106	73;6982	True;True	76;7314	96;10144	137;13951	137;13951		
Q9D823	Q9D823	3	3	3	60S ribosomal protein L37	Rpl37	sp|Q9D823|RL37_MOUSE 60S ribosomal protein L37 OS=Mus musculus GN=Rpl37 PE=3 SV=3	1	3	3	3	3	3	3	24.7	24.7	24.7	11.078	97	97	0	17.027	32360	40361	32790	36893	43811	14827	31280	39365	33925	37672	43247	15161	4	4	4	4	4	4	32360	40361	32790	36893	43811	14827	31280	39365	33925	37672	43247	15161	4	4	4	4	4	4	24.7	730420000	730420000	4				1107	85;1764;3217	True;True;True	88;1851;3364	112;2506;4613;4614	165;3377;6409;6410	165;3377;6410		
Q9D824	Q9D824	2	2	2	Pre-mRNA 3-end-processing factor FIP1	Fip1l1	sp|Q9D824|FIP1_MOUSE Pre-mRNA 3-end-processing factor FIP1 OS=Mus musculus GN=Fip1l1 PE=1 SV=1	1	2	2	2	2	2	2	6	6	6	64.958	581	581	0	11.077	1099.7	1174.2	1367.9	1284.9	1816	276.67	1059.1	1158.6	1380.7	1330.4	1773	310.24	1	1	1	1	1	1	1099.7	1174.2	1367.9	1284.9	1816	276.67	1059.1	1158.6	1380.7	1330.4	1773	310.24	1	1	1	1	1	1	6	10412000	10412000	2				1108	4732;7138	True;True	4945;7475	6852;10352	9472;14208	9472;14208		
Q9D880	Q9D880	5	5	5	Mitochondrial import inner membrane translocase subunit TIM50	Timm50	sp|Q9D880|TIM50_MOUSE Mitochondrial import inner membrane translocase subunit TIM50 OS=Mus musculus GN=Timm50 PE=1 SV=1	1	5	5	5	5	5	5	16.1	16.1	16.1	39.776	353	353	0	39.028	29177	52161	38005	31776	39325	13573	28508	50102	39456	32962	38774	13858	5	5	5	5	5	5	29177	52161	38005	31776	39325	13573	28508	50102	39456	32962	38774	13858	5	5	5	5	5	5	16.1	35345000	35345000	6				1109	3753;4312;5879;7180;7337	True;True;True;True;True	3926;4508;6177;7517;7685	5398;5399;6198;8568;10408;10648	7468;7469;8559;11793;14278;14616	7468;8559;11793;14278;14616		
Q9D883;Q8BGJ9	Q9D883	3;1	3;1	3;1	Splicing factor U2AF 35 kDa subunit	U2af1	sp|Q9D883|U2AF1_MOUSE Splicing factor U2AF 35 kDa subunit OS=Mus musculus GN=U2af1 PE=1 SV=4	2	3	3	3	3	3	3	16.7	16.7	16.7	27.815	239	239;220	0	18.532	3426.3	3071.2	2523.2	3026.4	3358.7	788.41	3288.7	3051.1	2611.5	3075.1	3312.7	834.36	3	3	3	3	3	3	3426.3	3071.2	2523.2	3026.4	3358.7	788.41	3288.7	3051.1	2611.5	3075.1	3312.7	834.36	3	3	3	3	3	3	16.7	8062100	8062100	4				1110	5507;6196;8235	True;True;True	5791;6504;8620	8051;9023;12024	11109;12441;16584;16585	11109;12441;16585		
Q9D8B3;Q9D7F7	Q9D8B3;Q9D7F7	2;1	2;1	2;1	Charged multivesicular body protein 4b;Charged multivesicular body protein 4c	Chmp4b;Chmp4c	sp|Q9D8B3|CHM4B_MOUSE Charged multivesicular body protein 4b OS=Mus musculus GN=Chmp4b PE=1 SV=2;sp|Q9D7F7|CHM4C_MOUSE Charged multivesicular body protein 4c OS=Mus musculus GN=Chmp4c PE=2 SV=1	2	2	2	2	2	2	2	10.3	10.3	10.3	24.936	224	224;232	0	10.509	17126	16635	14922	16980	19264	7828.1	16463	16457	15337	17308	19085	7874.9	2	2	2	2	2	1	17126	16635	14922	16980	19264	7828.1	16463	16457	15337	17308	19085	7874.9	2	2	2	2	2	1	10.3	4599000	4599000	2				1111	55;5939	True;True	56;6239	68;8649	100;11902	100;11902		
Q9D8E6	Q9D8E6	15	15	15	60S ribosomal protein L4	Rpl4	sp|Q9D8E6|RL4_MOUSE 60S ribosomal protein L4 OS=Mus musculus GN=Rpl4 PE=1 SV=3	1	15	15	15	15	15	15	40.6	40.6	40.6	47.153	419	419	0	123.34	217150	178650	175990	154320	209060	81246	208120	178810	179090	160190	205840	82228	29	29	29	29	29	29	217150	178650	175990	154320	209060	81246	208120	178810	179090	160190	205840	82228	29	29	29	29	29	29	40.6	770460000	770460000	33				1112	539;1547;2360;3057;3512;4003;4149;4206;4256;5218;5398;5604;5676;6053;8313	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	571;1628;2469;3196;3670;4187;4340;4401;4451;5471;5672;5893;5966;6355;8706	785;2213;2214;3320;4378;4379;5008;5009;5761;5762;5967;6055;6123;6124;7586;7848;7849;8193;8194;8301;8302;8799;12143	1092;1093;2979;2980;2981;4517;6070;6071;6072;6925;6926;6927;7960;7961;8230;8356;8454;8455;10481;10809;10810;10811;10812;11291;11292;11293;11294;11295;11453;11454;11455;12109;16764	1092;2980;4517;6071;6927;7961;8230;8356;8455;10481;10812;11295;11455;12109;16764	480;481	284;285
Q9D8M7	Q9D8M7	1	1	1	PHD finger protein 10	Phf10	sp|Q9D8M7|PHF10_MOUSE PHD finger protein 10 OS=Mus musculus GN=Phf10 PE=1 SV=4	1	1	1	1	1	1	1	2	2	2	55.839	497	497	1	-2	8599.6	9372.7	10841	8814.7	6144.7	1308.1	8286.4	9237.2	10916	9022.8	6183.4	1400	1	1	1	1	1	1	8599.6	9372.7	10841	8814.7	6144.7	1308.1	8286.4	9237.2	10916	9022.8	6183.4	1400	1	1	1	1	1	1	2	325500000	325500000	1	+			1113	5123	True	5353	7407	10234	10234	482	349
Q9D8N0	Q9D8N0	12	12	12	Elongation factor 1-gamma	Eef1g	sp|Q9D8N0|EF1G_MOUSE Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3	1	12	12	12	12	12	12	27.2	27.2	27.2	50.06	437	437	0	83.821	152280	152530	96168	80252	164470	55031	146480	150200	101130	85078	160070	56322	15	15	15	15	15	15	152280	152530	96168	80252	164470	55031	146480	150200	101130	85078	160070	56322	15	15	15	15	15	15	27.2	153030000	153030000	16				1114	10;43;337;424;1234;3681;3970;4234;5118;6165;6859;6860	True;True;True;True;True;True;True;True;True;True;True;True	11;44;356;446;1300;3848;4154;4429;5346;6472;7185;7186	12;50;472;602;1737;5299;5719;6090;7399;8978;9960;9961;9962	19;74;660;845;2338;2339;7334;7910;8404;8405;10221;12362;13691;13692;13693;13694	19;74;660;845;2339;7334;7910;8404;10221;12362;13693;13694		
Q9D903	Q9D903	1	1	1	Probable rRNA-processing protein EBP2	Ebna1bp2	sp|Q9D903|EBP2_MOUSE Probable rRNA-processing protein EBP2 OS=Mus musculus GN=Ebna1bp2 PE=2 SV=1	1	1	1	1	1	1	1	2.6	2.6	2.6	34.702	306	306	0.0026087	6.6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	1				1115	8041	True	8420	11721	16130	16130		
Q9D9K3	Q9D9K3	1	1	1	Cell death regulator Aven	Aven	sp|Q9D9K3|AVEN_MOUSE Cell death regulator Aven OS=Mus musculus GN=Aven PE=1 SV=2	1	1	1	1	1	1	1	3.2	3.2	3.2	37.195	342	342	0	6.9154	1920.3	3061.6	1895.2	1835.8	2431.5	800.94	1869.1	2949.2	1999.6	1894.2	2391.3	820.77	1	1	1	1	1	1	1920.3	3061.6	1895.2	1835.8	2431.5	800.94	1869.1	2949.2	1999.6	1894.2	2391.3	820.77	1	1	1	1	1	1	3.2	3491400	3491400	1				1116	2278	True	2382	3199	4330	4330		
Q9DAW6	Q9DAW6	3	3	3	U4/U6 small nuclear ribonucleoprotein Prp4	Prpf4	sp|Q9DAW6|PRP4_MOUSE U4/U6 small nuclear ribonucleoprotein Prp4 OS=Mus musculus GN=Prpf4 PE=1 SV=1	1	3	3	3	3	3	3	5.2	5.2	5.2	58.369	521	521	0	17.769	14357	18034	14089	14043	17434	5104.5	13880	17578	14588	14436	17161	5283.9	2	2	2	2	2	2	14357	18034	14089	14043	17434	5104.5	13880	17578	14588	14436	17161	5283.9	2	2	2	2	2	2	5.2	7662000	7662000	3				1117	682;5393;6891	True;True;True	718;5667;7220	977;7841;10016	1356;10801;13770	1356;10801;13770		
Q9DAW9	Q9DAW9	8	8	6	Calponin-3	Cnn3	sp|Q9DAW9|CNN3_MOUSE Calponin-3 OS=Mus musculus GN=Cnn3 PE=1 SV=1	1	8	8	6	8	8	6	30.9	30.9	25.5	36.428	330	330	0	70.846	61097	61706	53333	52115	47646	20177	58778	60884	54795	53162	47619	20304	9	9	9	9	9	9	61097	61706	53333	52115	47646	20177	58778	60884	54795	53162	47619	20304	9	9	9	9	9	9	30.9	120960000	120960000	10				1118	999;2330;2683;3081;4813;4974;7937;8339	True;True;True;True;True;True;True;True	1053;2439;2809;3221;5032;5196;8315;8732	1393;3281;3857;4416;4417;6975;7193;11576;12174	1892;4448;5334;6124;6125;9638;9938;15944;15945;16806	1892;4448;5334;6124;9638;9938;15945;16806		
Q9DB30	Q9DB30	6	6	6	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	Phkg2	sp|Q9DB30|PHKG2_MOUSE Phosphorylase b kinase gamma catalytic chain, liver/testis isoform OS=Mus musculus GN=Phkg2 PE=2 SV=2	1	6	6	6	6	6	6	18.7	18.7	18.7	46.572	406	406	0	39.791	32664	40833	40618	42268	50631	10469	31575	39898	41418	43308	49764	11228	6	6	6	6	6	5	32664	40833	40618	42268	50631	10469	31575	39898	41418	43308	49764	11228	6	6	6	6	6	5	18.7	38465000	38465000	8				1119	718;1875;3725;4369;4657;4887	True;True;True;True;True;True	755;1964;3895;4566;4868;5107	1026;1027;2650;5358;6281;6730;7063	1415;1416;3567;7419;8674;9303;9304;9750	1416;3567;7419;8674;9304;9750		
Q9DB77	Q9DB77	1	1	1	Cytochrome b-c1 complex subunit 2, mitochondrial	Uqcrc2	sp|Q9DB77|QCR2_MOUSE Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus GN=Uqcrc2 PE=1 SV=1	1	1	1	1	1	1	1	2.4	2.4	2.4	48.234	453	453	0.0089358	6.1076	6365.6	8326.8	5639.7	7307.7	8714.3	2635	6160.7	8091.8	5934.5	7421.5	8591.4	2719.8	1	1	1	1	1	1	6365.6	8326.8	5639.7	7307.7	8714.3	2635	6160.7	8091.8	5934.5	7421.5	8591.4	2719.8	1	1	1	1	1	1	2.4	4604000	4604000	1				1120	3620	True	3783	5179	7179	7179		
Q9DBC7;P12849	Q9DBC7	9;4	9;4	9;4	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	Prkar1a	sp|Q9DBC7|KAP0_MOUSE cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus GN=Prkar1a PE=1 SV=3	2	9	9	9	9	9	9	24.1	24.1	24.1	43.185	381	381;381	0	60.134	60227	58283	68444	86555	52448	18465	57892	57839	69377	86568	53437	18823	9	9	9	9	9	9	60227	58283	68444	86555	52448	18465	57892	57839	69377	86568	53437	18823	9	9	9	9	9	9	24.1	121770000	121770000	10				1121	84;649;3692;5003;5293;5586;5920;6398;7860	True;True;True;True;True;True;True;True;True	87;685;3861;5227;5562;5872;6220;6716;8233	111;937;5317;7250;7703;8159;8625;9307;11462	164;1302;7359;10025;10630;11248;11862;12804;12805;15786	164;1302;7359;10025;10630;11248;11862;12805;15786		
Q9DBE8	Q9DBE8	4	4	4	Alpha-1,3/1,6-mannosyltransferase ALG2	Alg2	sp|Q9DBE8|ALG2_MOUSE Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Mus musculus GN=Alg2 PE=1 SV=2	1	4	4	4	4	4	4	10.8	10.8	10.8	47.404	415	415	0	24.615	11569	13400	12762	12767	15101	4071.1	11163	13136	13038	13101	14877	4247	5	5	5	5	5	5	11569	13400	12762	12767	15101	4071.1	11163	13136	13038	13101	14877	4247	5	5	5	5	5	5	10.8	8706900	8706900	6				1122	2549;3477;3719;5286	True;True;True;True	2670;3634;3889;5553	3635;4959;5352;7692	5007;6849;7411;7412;7413;10615	5007;6849;7411;10615		
Q9DBF1	Q9DBF1	9	9	9	Alpha-aminoadipic semialdehyde dehydrogenase	Aldh7a1	sp|Q9DBF1|AL7A1_MOUSE Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus GN=Aldh7a1 PE=1 SV=4	1	9	9	9	9	9	9	21.5	21.5	21.5	58.861	539	539	0	69.086	25405	35216	49673	36117	42272	12577	24625	34402	49501	37704	41696	13001	8	8	8	8	8	8	25405	35216	49673	36117	42272	12577	24625	34402	49501	37704	41696	13001	8	8	8	8	8	8	21.5	36120000	36120000	9				1123	821;1420;1587;2676;2801;5870;5880;7761;7955	True;True;True;True;True;True;True;True;True	864;1495;1669;2801;2930;6168;6178;8128;8333	1163;2030;2269;3847;4005;8558;8569;11281;11597	1598;2736;3059;5321;5537;11783;11794;15522;15972	1598;2736;3059;5321;5537;11783;11794;15522;15972		
Q9DBG3;O35643	Q9DBG3	7;3	7;3	7;3	AP-2 complex subunit beta	Ap2b1	sp|Q9DBG3|AP2B1_MOUSE AP-2 complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1	2	7	7	7	7	7	7	7.5	7.5	7.5	104.58	937	937;943	0	44.786	28646	31441	30708	35554	36402	12984	27607	30916	31402	36101	36143	13223	7	7	7	7	7	7	28646	31441	30708	35554	36402	12984	27607	30916	31402	36101	36143	13223	7	7	7	7	7	7	7.5	19988000	19988000	9				1124	816;1288;3789;3985;4810;5156;8477	True;True;True;True;True;True;True	859;1355;3964;4169;5029;5391;8875	1156;1806;1807;5454;5734;6970;7451;12360	1589;2429;2430;7553;7930;9632;10292;17078;17079	1589;2430;7553;7930;9632;10292;17079		
Q9DBG6	Q9DBG6	2	2	2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	Rpn2	sp|Q9DBG6|RPN2_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus GN=Rpn2 PE=1 SV=1	1	2	2	2	2	2	2	4.8	4.8	4.8	69.062	631	631	0	18.467	7545.2	6261.4	6626.7	6112.2	7315.5	3164.5	7232.5	6263.9	6719.8	6301.7	7240.1	3180.1	1	1	2	2	2	2	7545.2	6261.4	6626.7	6112.2	7315.5	3164.5	7232.5	6263.9	6719.8	6301.7	7240.1	3180.1	1	1	2	2	2	2	4.8	9944800	9944800	2				1125	5360;5818	True;True	5630;6111	7792;8489	10740;11691	10740;11691		
Q9DBL1	Q9DBL1	5	5	5	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	Acadsb	sp|Q9DBL1|ACDSB_MOUSE Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadsb PE=1 SV=1	1	5	5	5	5	5	5	14.8	14.8	14.8	47.874	432	432	0	43.721	29069	32444	39897	35272	37728	10303	28025	31959	40112	36306	37304	10735	6	6	6	6	6	6	29069	32444	39897	35272	37728	10303	28025	31959	40112	36306	37304	10735	6	6	6	6	6	6	14.8	47514000	47514000	6				1126	1335;2350;3597;7983;8314	True;True;True;True;True	1402;2459;3759;8362;8707	1863;3309;5144;11638;12144	2499;4499;7129;7130;16022;16765	2499;4499;7130;16022;16765		
Q9DBR0	Q9DBR0	6	6	6	A-kinase anchor protein 8	Akap8	sp|Q9DBR0|AKAP8_MOUSE A-kinase anchor protein 8 OS=Mus musculus GN=Akap8 PE=1 SV=1	1	6	6	6	6	6	6	8.7	8.7	8.7	76.293	687	687	0	38.877	55628	51890	49303	44931	55003	19539	53433	51490	50304	46378	54268	19904	8	8	8	8	8	8	55628	51890	49303	44931	55003	19539	53433	51490	50304	46378	54268	19904	8	8	8	8	8	8	8.7	57022000	57022000	8				1127	2425;2545;2870;6420;6671;7475	True;True;True;True;True;True	2541;2665;2999;6738;6996;7830	3460;3628;4111;9331;9332;9706;10858;10859	4743;5000;5699;12835;12836;13353;14918;14919	4743;5000;5699;12836;13353;14918		
Q9DBR1	Q9DBR1	6	6	6	5-3 exoribonuclease 2	Xrn2	sp|Q9DBR1|XRN2_MOUSE 5-3 exoribonuclease 2 OS=Mus musculus GN=Xrn2 PE=1 SV=1	1	6	6	6	6	6	6	7.6	7.6	7.6	108.69	951	951	0	37.589	27505	26453	24211	24356	29651	8010.3	26436	26190	24800	25010	29184	8317	7	7	7	7	7	5	27505	26453	24211	24356	29651	8010.3	26436	26190	24800	25010	29184	8317	7	7	7	7	7	5	7.6	23646000	23646000	7				1128	54;1238;1964;2379;2854;6253	True;True;True;True;True;True	55;1304;2055;2492;2983;6564	67;1743;2768;2769;3380;4068;9107	99;2346;3741;3742;4621;5619;12555	99;2346;3742;4621;5619;12555		
Q9DBR7;REV__Q9DBR7	Q9DBR7	12;1	12;1	12;1	Protein phosphatase 1 regulatory subunit 12A	Ppp1r12a	sp|Q9DBR7|MYPT1_MOUSE Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus GN=Ppp1r12a PE=1 SV=2	2	12	12	12	12	12	12	11.4	11.4	11.4	114.99	1029	1029;1029	0	85.384	76600	85416	87831	92853	82375	29244	73848	83966	89385	94291	82265	29792	10	10	10	10	10	10	76600	85416	87831	92853	82375	29244	73848	83966	89385	94291	82265	29792	10	10	10	10	10	10	11.4	74266000	74266000	12				1129	2209;3813;3950;5071;6301;6743;7349;7417;7519;8246;8340;8342	True;True;True;True;True;True;True;True;True;True;True;True	2309;3989;4132;5296;6614;7069;7697;7769;7880;8631;8733;8735	3097;5492;5695;7336;9168;9805;10664;10765;10941;12039;12175;12177	4191;7606;7880;10138;12629;13477;14642;14796;15034;16612;16807;16809	4191;7606;7880;10138;12629;13477;14642;14796;15034;16612;16807;16809		
Q9DBS1	Q9DBS1	8	8	8	Transmembrane protein 43	Tmem43	sp|Q9DBS1|TMM43_MOUSE Transmembrane protein 43 OS=Mus musculus GN=Tmem43 PE=1 SV=1	1	8	8	8	8	8	8	31.5	31.5	31.5	44.783	400	400	0	106.72	46150	48495	43479	38903	49541	19322	44434	47758	44515	40251	48870	19551	12	12	12	12	12	12	46150	48495	43479	38903	49541	19322	44434	47758	44515	40251	48870	19551	12	12	12	12	12	12	31.5	107920000	107920000	12				1130	65;2717;4658;5027;5508;6455;7021;8134	True;True;True;True;True;True;True;True	67;2843;4869;5251;5792;6776;7354;8515	86;3898;6731;6732;6733;7277;8052;9381;10193;10194;11866	125;5390;9305;9306;9307;10059;10060;11110;12909;14009;14010;16339	125;5390;9307;10060;11110;12909;14010;16339		
Q9DBS9	Q9DBS9	17	17	16	Oxysterol-binding protein-related protein 3	Osbpl3	sp|Q9DBS9|OSBL3_MOUSE Oxysterol-binding protein-related protein 3 OS=Mus musculus GN=Osbpl3 PE=1 SV=2	1	17	17	16	17	17	16	26.9	26.9	24.8	96.965	855	855	0	162.54	181440	178670	188710	168050	157310	57933	174460	176910	191240	172310	156800	58797	27	27	27	27	27	26	181440	178670	188710	168050	157310	57933	174460	176910	191240	172310	156800	58797	27	27	27	27	27	26	26.9	262950000	262950000	29				1131	284;1392;2787;4588;5431;5647;5799;5984;6132;6278;6371;6596;6773;6881;6970;7528;7570	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	298;1466;2916;4798;5705;5937;6092;6284;6437;6591;6688;6918;7099;7209;7302;7889;7932;7933	396;1974;3989;6642;7895;8267;8465;8717;8915;8916;9142;9271;9272;9590;9845;9846;10005;10124;10125;10951;11008;11009;11010	561;2664;2665;5518;9171;10875;11401;11660;11661;11998;11999;12258;12259;12260;12595;12750;12751;12752;13185;13531;13532;13755;13919;13920;15046;15121;15122;15123;15124	561;2664;5518;9171;10875;11401;11661;11999;12259;12595;12751;13185;13532;13755;13920;15046;15123	483	513
Q9DBZ5	Q9DBZ5	3	3	3	Eukaryotic translation initiation factor 3 subunit K	Eif3k	sp|Q9DBZ5|EIF3K_MOUSE Eukaryotic translation initiation factor 3 subunit K OS=Mus musculus GN=Eif3k PE=1 SV=1	1	3	3	3	3	3	3	14.7	14.7	14.7	25.086	218	218	0	18.344	17725	17831	13935	15033	17823	4693.5	17051	17582	14447	15375	17554	4907.6	3	3	3	3	3	3	17725	17831	13935	15033	17823	4693.5	17051	17582	14447	15375	17554	4907.6	3	3	3	3	3	3	14.7	18659000	18659000	3				1132	3479;8484;8552	True;True;True	3636;8883;8955	4961;12372;12473	6853;17095;17260	6853;17095;17260		
Q9DC16	Q9DC16	2	2	2	Endoplasmic reticulum-Golgi intermediate compartment protein 1	Ergic1	sp|Q9DC16|ERGI1_MOUSE Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Mus musculus GN=Ergic1 PE=1 SV=1	1	2	2	2	2	2	2	6.6	6.6	6.6	32.562	290	290	0	12.199	13310	17917	19047	15580	20139	6211.4	12891	17460	19277	16204	19808	6400.3	2	2	2	2	2	2	13310	17917	19047	15580	20139	6211.4	12891	17460	19277	16204	19808	6400.3	2	2	2	2	2	2	6.6	17943000	17943000	2				1133	3907;8535	True;True	4087;8937	5637;12448	7812;17223	7812;17223		
Q9DC23	Q9DC23	2	2	2	DnaJ homolog subfamily C member 10	Dnajc10	sp|Q9DC23|DJC10_MOUSE DnaJ homolog subfamily C member 10 OS=Mus musculus GN=Dnajc10 PE=1 SV=2	1	2	2	2	2	2	2	3.3	3.3	3.3	90.582	793	793	0	13.381	5430.2	5519	6584.3	5496.6	7112.6	2148.9	5224.7	5462.3	6625.3	5710.3	6994.1	2218.3	2	2	2	2	2	2	5430.2	5519	6584.3	5496.6	7112.6	2148.9	5224.7	5462.3	6625.3	5710.3	6994.1	2218.3	2	2	2	2	2	2	3.3	4308900	4308900	2				1134	5510;7178	True;True	5794;7515	8054;10405	11112;14274	11112;14274		
